year,jvndb_id,title,description,published_date,cvss_score,cvss_severity,cve_ids,affected_products,link
2025,JVNDB-2025-021270,インテルの Windows 用 Intel QuickAssist Technology における信頼できないポインタデリファレンスに関する脆弱性,インテルの Windows 用 Intel QuickAssist Technology には、信頼できないポインタデリファレンスに関する脆弱性が存在します。,2025-12-09 02:23:13+00:00,5.5,Medium,CVE-2025-20090,インテル:Intel QuickAssist Technology,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021270.html
2025,JVNDB-2025-021271,Lookyloo におけるクロスサイトスクリプティングの脆弱性,Lookyloo には、クロスサイトスクリプティングの脆弱性が存在します。,2025-12-09 02:23:15+00:00,6.1,Medium,CVE-2025-66458,Lookyloo:Lookyloo,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021271.html
2025,JVNDB-2025-021272,digitalbazaar の Node.js 用 forge における再帰制御に関する脆弱性,digitalbazaar の Node.js 用 forge には、再帰制御に関する脆弱性が存在します。,2025-12-09 02:23:18+00:00,7.5,High,CVE-2025-66031,digitalbazaar:forge,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021272.html
2025,JVNDB-2025-021273,"HackerBay, Inc. の OneUptime におけるアクセス制御に関する脆弱性","HackerBay, Inc. の OneUptime には、アクセス制御に関する脆弱性が存在します。",2025-12-09 02:23:20+00:00,8.2,High,CVE-2025-66028,"HackerBay, Inc.:OneUptime",https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021273.html
2025,JVNDB-2025-021274,Envoy Proxy の Envoy における NULL ポインタデリファレンスに関する脆弱性,Envoy Proxy の Envoy には、NULL ポインタデリファレンスに関する脆弱性が存在します。,2025-12-09 02:23:23+00:00,6.5,Medium,CVE-2025-64527,Envoy Proxy:Envoy,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021274.html
2025,JVNDB-2025-021275,Oxygenz の ClipBucket V5 におけるクロスサイトスクリプティングの脆弱性,Oxygenz の ClipBucket V5 には、クロスサイトスクリプティングの脆弱性、権限管理に関する脆弱性が存在します。,2025-12-09 02:23:25+00:00,5.4,Medium,CVE-2025-64336,Oxygenz:ClipBucket V5,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021275.html
2025,JVNDB-2025-021276,oisf の suricata におけるヒープベースのバッファオーバーフローの脆弱性,oisf の suricata には、ヒープベースのバッファオーバーフローの脆弱性、境界外書き込みに関する脆弱性が存在します。,2025-12-09 02:23:28+00:00,7.5,High,CVE-2025-64330,oisf:suricata,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021276.html
2025,JVNDB-2025-021277,ThinkInAIXYZ の DeepChat におけるコードインジェクションの脆弱性,ThinkInAIXYZ の DeepChat には、コードインジェクションの脆弱性、クロスサイトスクリプティングの脆弱性が存在します。,2025-12-09 02:47:23+00:00,9.6,Critical,CVE-2025-66222,ThinkInAIXYZ:DeepChat,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021277.html
2025,JVNDB-2025-021278,Anthropic PBC の Node.js 用 Claude Code におけるコマンドインジェクションの脆弱性,Anthropic PBC の Node.js 用 Claude Code には、コマンドインジェクションの脆弱性が存在します。,2025-12-09 02:47:25+00:00,9.8,Critical,CVE-2025-66032,Anthropic PBC:Claude Code,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021278.html
2025,JVNDB-2025-021279,ClassroomIO におけるユーザ制御の鍵による認証回避に関する脆弱性,ClassroomIO には、ユーザ制御の鍵による認証回避に関する脆弱性が存在します。,2025-12-09 02:47:28+00:00,7.5,High,CVE-2025-65672,ClassroomIO:ClassroomIO,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021279.html
2025,JVNDB-2025-021280,Senior Walter の Web-based Pharmacy Product Management System using PHP and MySQL Database におけるクロスサイトスクリプティングの脆弱性,Senior Walter の Web-based Pharmacy Product Management System using PHP and MySQL Database には、クロスサイトスクリプティングの脆弱性が存在します。,2025-12-09 02:47:30+00:00,6.1,Medium,CVE-2025-65215,Senior Walter:Web-based Pharmacy Product Management System using PHP and MySQL Database,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021280.html
2025,JVNDB-2025-021281,lfprojects の Go 用 apptainer における UNIX Symbolic Link のフォローに関する脆弱性,lfprojects の Go 用 apptainer には、UNIX Symbolic Link のフォローに関する脆弱性、誤って解決された名前や参照の使用に関する脆弱性が存在します。,2025-12-09 02:47:33+00:00,5.3,Medium,CVE-2025-65105,lfprojects:apptainer,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021281.html
2025,JVNDB-2025-021282,oisf の suricata におけるスタックベースのバッファオーバーフローの脆弱性,oisf の suricata には、スタックベースのバッファオーバーフローの脆弱性、境界外書き込みに関する脆弱性が存在します。,2025-12-09 02:47:35+00:00,7.5,High,CVE-2025-64332,oisf:suricata,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021282.html
2025,JVNDB-2025-021283,D-Link Corporation の r15 ファームウェアにおけるコマンドインジェクションの脆弱性,D-Link Corporation の r15 ファームウェアには、コマンドインジェクションの脆弱性が存在します。,2025-12-09 02:47:38+00:00,9.8,Critical,CVE-2025-60854,D-Link Corporation:r15 ファームウェア,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021283.html
2025,JVNDB-2025-021284,"anisha の Online Medicine Guide IN PHP, CSS, JavaScript, AND MYSQL | FREE DOWNLOAD における SQL インジェクションの脆弱性","anisha の Online Medicine Guide IN PHP, CSS, JavaScript, AND MYSQL | FREE DOWNLOAD には、SQL インジェクションの脆弱性が存在します。",2025-12-09 02:47:40+00:00,9.8,Critical,CVE-2025-60736,"anisha:Online Medicine Guide IN PHP, CSS, JavaScript, AND MYSQL | FREE DOWNLOAD",https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021284.html
2025,JVNDB-2025-021285,サムスンの Android における境界外書き込みに関する脆弱性,サムスンの Android には、境界外書き込みに関する脆弱性が存在します。,2025-12-09 02:47:43+00:00,7.5,High,CVE-2025-58478,サムスン:Android,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021285.html
2025,JVNDB-2025-021286,サムスンの Android における境界外読み取りに関する脆弱性,サムスンの Android には、境界外読み取りに関する脆弱性が存在します。,2025-12-09 02:47:45+00:00,4.6,Medium,CVE-2025-58476,サムスン:Android,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021286.html
2025,JVNDB-2025-021287,FIT2CLOUD の jumpserver におけるオープンリダイレクトの脆弱性,FIT2CLOUD の jumpserver には、オープンリダイレクトの脆弱性が存在します。,2025-12-09 02:47:48+00:00,6.1,Medium,CVE-2025-58044,FIT2CLOUD:jumpserver,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021287.html
2025,JVNDB-2025-021288,AstrBot におけるパストラバーサルの脆弱性,AstrBot には、パストラバーサルの脆弱性が存在します。,2025-12-09 02:47:50+00:00,7.5,High,CVE-2025-57698,AstrBot:AstrBot,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021288.html
2025,JVNDB-2025-021289,AstrBot における境界外読み取りに関する脆弱性,AstrBot には、境界外読み取りに関する脆弱性が存在します。,2025-12-09 02:47:53+00:00,6.5,Medium,CVE-2025-57697,AstrBot:AstrBot,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021289.html
2025,JVNDB-2025-021290,Desktop Alert Inc. の PingAlert Application Server におけるアクセス制御に関する脆弱性,Desktop Alert Inc. の PingAlert Application Server には、アクセス制御に関する脆弱性が存在します。,2025-12-09 02:47:56+00:00,7.5,High,CVE-2025-54338,Desktop Alert Inc.:PingAlert Application Server,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021290.html
2025,JVNDB-2025-021291,複数のサムスン製品におけるバッファエラーの脆弱性,exynos 1280 ファームウェア、exynos 1330 ファームウェア、exynos 1380 ファームウェア等複数のサムスン製品には、バッファエラーの脆弱性が存在します。,2025-12-09 02:47:58+00:00,5.3,Medium,CVE-2025-53965,サムスン:exynos 1280 ファームウェア; サムスン:exynos 1330 ファームウェア; サムスン:exynos 1380 ファームウェア; サムスン:exynos 1480 ファームウェア; サムスン:Exynos 1580 ファームウェア; サムスン:exynos 2100 ファームウェア; サムスン:exynos 2200 ファームウェア; サムスン:exynos 2400 ファームウェア; サムスン:Exynos 2500 ファームウェア; サムスン:exynos 850 ファームウェア; サムスン:exynos 980 ファームウェア; サムスン:exynos 990 ファームウェア; サムスン:Exynos W1000 ファームウェア; サムスン:exynos w920 ファームウェア; サムスン:exynos w930 ファームウェア; サムスン:Modem 5123 ファームウェア; サムスン:Modem 5300 ファームウェア; サムスン:Modem 5400 ファームウェア,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021291.html
2025,JVNDB-2025-021292,"ThemeAtelier の WordPress 用 IDonate - Blood Donation, Request And Donor Management System における情報漏えいに関する脆弱性","ThemeAtelier の WordPress 用 IDonate - Blood Donation, Request And Donor Management System には、情報漏えいに関する脆弱性が存在します。",2025-12-09 02:48:01+00:00,6.5,Medium,CVE-2025-4523,"ThemeAtelier:IDonate - Blood Donation, Request And Donor Management System",https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021292.html
2025,JVNDB-2025-021293,Seafile Ltd. の seafile におけるクロスサイトスクリプティングの脆弱性,Seafile Ltd. の seafile には、クロスサイトスクリプティングの脆弱性が存在します。,2025-12-09 02:48:03+00:00,6.1,Medium,CVE-2025-41079,Seafile Ltd.:seafile,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021293.html
2025,JVNDB-2025-021294,サムスンの Android における脆弱性,サムスンの Android には、不特定の脆弱性が存在します。,2025-12-09 02:48:06+00:00,7.1,High,CVE-2025-21080,サムスン:Android,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021294.html
2025,JVNDB-2025-021295,Splunk における重要なリソースに対する不適切なパーミッションの割り当てに関する脆弱性,Splunk には、重要なリソースに対する不適切なパーミッションの割り当てに関する脆弱性が存在します。,2025-12-09 02:48:08+00:00,6.5,Medium,CVE-2025-20386,Splunk:Splunk,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021295.html
2025,JVNDB-2025-021296,Splunk の Splunk および splunk cloud platform におけるクロスサイトスクリプティングの脆弱性,Splunk の Splunk および splunk cloud platform には、クロスサイトスクリプティングの脆弱性が存在します。,2025-12-09 02:48:11+00:00,4.8,Medium,CVE-2025-20385,Splunk:Splunk; Splunk:splunk cloud platform,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021296.html
2025,JVNDB-2025-021297,Splunk の Splunk および splunk cloud platform におけるオープンリダイレクトの脆弱性,Splunk の Splunk および splunk cloud platform には、オープンリダイレクトの脆弱性が存在します。,2025-12-09 02:48:13+00:00,5.4,Medium,CVE-2025-20382,Splunk:Splunk; Splunk:splunk cloud platform,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021297.html
2025,JVNDB-2025-021298,WordPress 用 TaxoPress における SQL インジェクションの脆弱性,WordPress 用 TaxoPress には、SQL インジェクションの脆弱性が存在します。,2025-12-09 02:48:16+00:00,6.5,Medium,CVE-2025-13359,TaxoPress:TaxoPress,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021298.html
2025,JVNDB-2025-021299,Google の Google Chrome における物理サイドチャネルの不適切な保護に関する脆弱性,Google の Google Chrome には、物理サイドチャネルの不適切な保護に関する脆弱性が存在します。 ,2025-12-09 02:48:31+00:00,4.7,Medium,CVE-2025-13992,Google:Google Chrome,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021299.html
2025,JVNDB-2025-021300,Socomec の DIRIS Digiware Webview M-70 ファームウェアにおける重要な機能に対する認証の欠如に関する脆弱性,Socomec の DIRIS Digiware Webview M-70 ファームウェアには、重要な機能に対する認証の欠如に関する脆弱性が存在します。,2025-12-09 03:04:27+00:00,7.5,High,CVE-2025-55221,Socomec:DIRIS Digiware Webview M-70 ファームウェア,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021300.html
2025,JVNDB-2025-021301,Socomec の DIRIS Digiware Webview M-70 ファームウェアにおける重要な機能に対する認証の欠如に関する脆弱性,Socomec の DIRIS Digiware Webview M-70 ファームウェアには、重要な機能に対する認証の欠如に関する脆弱性が存在します。,2025-12-09 03:04:29+00:00,7.5,High,CVE-2025-54850,Socomec:DIRIS Digiware Webview M-70 ファームウェア,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021301.html
2025,JVNDB-2025-021302,Socomec の DIRIS Digiware Webview M-70 ファームウェアにおける入力確認に関する脆弱性,Socomec の DIRIS Digiware Webview M-70 ファームウェアには、入力確認に関する脆弱性が存在します。,2025-12-09 03:04:32+00:00,7.5,High,CVE-2025-26858,Socomec:DIRIS Digiware Webview M-70 ファームウェア,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021302.html
2025,JVNDB-2025-021303,Socomec の DIRIS Digiware Webview M-70 ファームウェアにおける重要な機能に対する認証の欠如に関する脆弱性,Socomec の DIRIS Digiware Webview M-70 ファームウェアには、重要な機能に対する認証の欠如に関する脆弱性が存在します。,2025-12-09 03:04:34+00:00,7.5,High,CVE-2025-23417,Socomec:DIRIS Digiware Webview M-70 ファームウェア,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021303.html
2025,JVNDB-2025-021304,Lookyloo におけるクロスサイトスクリプティングの脆弱性,Lookyloo には、クロスサイトスクリプティングの脆弱性が存在します。,2025-12-09 03:12:10+00:00,6.1,Medium,CVE-2025-66459,Lookyloo:Lookyloo,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021304.html
2025,JVNDB-2025-021305,Android アプリ「Brother iPrint&Scan」における外部キャッシュディレクトリの不適切な使用,ブラザー工業株式会社が提供する Android アプリ「Brother iPrint&Scan」には、次の脆弱性が存在します。<ul><li>外部キャッシュディレクトリの不適切な使用 (CWE-524) - CVE-2025-64696</li></ul>この脆弱性情報は、Johan Francsics 氏が製品開発者に直接報告し、製品開発者との調整を経て、製品利用者への周知を目的に JVN での公表に至りました。 ,2025-12-09 03:38:22+00:00,3.3,Low,CVE-2025-64696,ブラザー工業:Brother iPrint&Scan,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021305.html
2025,JVNDB-2025-021306,NVIDIA の triton inference server における例外的な状態のチェックに関する脆弱性,NVIDIA の triton inference server には、例外的な状態のチェックに関する脆弱性が存在します。,2025-12-09 04:38:20+00:00,7.5,High,CVE-2025-33201,NVIDIA:triton inference server,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021306.html
2025,JVNDB-2025-021307,Synology Inc. の Synology Router Manager (SRM) におけるパストラバーサルの脆弱性,Synology Inc. の Synology Router Manager (SRM) には、パストラバーサルの脆弱性が存在します。,2025-12-09 04:38:23+00:00,4.3,Medium,CVE-2025-29845,Synology Inc.:Synology Router Manager (SRM),https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021307.html
2025,JVNDB-2025-021308,Synology Inc. の Synology Router Manager (SRM) におけるパストラバーサルの脆弱性,Synology Inc. の Synology Router Manager (SRM) には、パストラバーサルの脆弱性が存在します。,2025-12-09 04:38:25+00:00,5.4,Medium,CVE-2025-29843,Synology Inc.:Synology Router Manager (SRM),https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021308.html
2025,JVNDB-2025-021309,QNAP Systems の License Center におけるクロスサイトスクリプティングの脆弱性,QNAP Systems の License Center には、クロスサイトスクリプティングの脆弱性が存在します。,2025-12-09 04:38:28+00:00,4.8,Medium,CVE-2025-22483,QNAP Systems:License Center,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021309.html
2025,JVNDB-2025-021310,Atlassian の Confluence Data Center および Confluence Server における非対称のリソース消費に関する脆弱性,Atlassian の Confluence Data Center および Confluence Server には、非対称のリソース消費に関する脆弱性が存在します。,2025-12-09 04:38:30+00:00,7.5,High,CVE-2025-22166,Atlassian:Confluence Data Center; Atlassian:Confluence Server,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021310.html
2025,JVNDB-2025-021311,デルの networker における Web ページ内のサーバーサイドインクルード (SSI) の無害化に関する脆弱性,デルの networker には、Web ページ内のサーバーサイドインクルード (SSI) の無害化に関する脆弱性が存在します。,2025-12-09 04:38:33+00:00,7.8,High,CVE-2025-21103,デル:networker,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021311.html
2025,JVNDB-2025-021312,Splunk の Splunk および splunk cloud platform におけるサーバサイドのリクエストフォージェリの脆弱性,Splunk の Splunk および splunk cloud platform には、サーバサイドのリクエストフォージェリの脆弱性が存在します。,2025-12-09 04:38:35+00:00,2.7,Low,CVE-2025-20388,Splunk:Splunk; Splunk:splunk cloud platform,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021312.html
2025,JVNDB-2025-021313,Socomec の DIRIS Digiware Webview M-70 ファームウェアにおける重要な機能に対する認証の欠如に関する脆弱性,Socomec の DIRIS Digiware Webview M-70 ファームウェアには、重要な機能に対する認証の欠如に関する脆弱性が存在します。,2025-12-09 04:38:37+00:00,6.5,Medium,CVE-2025-20085,Socomec:DIRIS Digiware Webview M-70 ファームウェア,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021313.html
2025,JVNDB-2025-021314,XunRuiCMS におけるクロスサイトスクリプティングの脆弱性,XunRuiCMS には、クロスサイトスクリプティングの脆弱性、コードインジェクションの脆弱性が存在します。,2025-12-09 04:38:40+00:00,6.1,Medium,CVE-2025-14006,XunRuiCMS:XunRuiCMS,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021314.html
2025,JVNDB-2025-021315,ヒューレット・パッカードの HP Image Assistant におけるリンクフォロー時の競合状態に関する脆弱性,ヒューレット・パッカードの HP Image Assistant には、リンクフォロー時の競合状態に関する脆弱性が存在します。 ,2025-12-09 04:38:45+00:00,7.0,High,CVE-2025-13492,ヒューレット・パッカード:HP Image Assistant,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021315.html
2025,JVNDB-2025-021316,Shirt Pocket の SuperDuper! における不適切なデフォルトパーミッションに関する脆弱性,Shirt Pocket の SuperDuper! には、不適切なデフォルトパーミッションに関する脆弱性が存在します。,2025-12-09 04:43:33+00:00,7.8,High,CVE-2025-61229,Shirt Pocket:SuperDuper!,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021316.html
2025,JVNDB-2025-021317,サムスンの Android における境界外読み取りに関する脆弱性,サムスンの Android には、境界外読み取りに関する脆弱性が存在します。,2025-12-09 04:43:36+00:00,7.5,High,CVE-2025-58479,サムスン:Android,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021317.html
2025,JVNDB-2025-021318,サムスンの Android における境界外書き込みに関する脆弱性,サムスンの Android には、境界外書き込みに関する脆弱性が存在します。,2025-12-09 04:43:38+00:00,6.5,Medium,CVE-2025-58477,サムスン:Android,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021318.html
2025,JVNDB-2025-021319,Shirt Pocket の SuperDuper! におけるアクセス制御に関する脆弱性,Shirt Pocket の SuperDuper! には、アクセス制御に関する脆弱性が存在します。,2025-12-09 04:43:41+00:00,8.1,High,CVE-2025-57489,Shirt Pocket:SuperDuper!,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021319.html
2025,JVNDB-2025-021320,fuyang lipengjun の platform における脆弱性,fuyang lipengjun の platform には、不特定の脆弱性が存在します。,2025-12-09 04:43:43+00:00,7.5,High,CVE-2025-57212,fuyang lipengjun:platform,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021320.html
2025,JVNDB-2025-021321,fuyang lipengjun の platform における脆弱性,fuyang lipengjun の platform には、不特定の脆弱性が存在します。,2025-12-09 04:43:46+00:00,7.5,High,CVE-2025-57210,fuyang lipengjun:platform,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021321.html
2025,JVNDB-2025-021322,youlai.tech の youlai-boot における不正な認証に関する脆弱性,youlai.tech の youlai-boot には、不正な認証に関する脆弱性が存在します。,2025-12-09 04:43:48+00:00,9.8,Critical,CVE-2025-55469,youlai.tech:youlai-boot,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021322.html
2025,JVNDB-2025-021323,Desktop Alert Inc. の PingAlert Application Server におけるパストラバーサルの脆弱性,Desktop Alert Inc. の PingAlert Application Server には、パストラバーサルの脆弱性が存在します。,2025-12-09 04:43:51+00:00,9.9,Critical,CVE-2025-54347,Desktop Alert Inc.:PingAlert Application Server,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021323.html
2025,JVNDB-2025-021324,Seafile Ltd. の seafile におけるクロスサイトスクリプティングの脆弱性,Seafile Ltd. の seafile には、クロスサイトスクリプティングの脆弱性が存在します。,2025-12-09 04:43:53+00:00,6.1,Medium,CVE-2025-41080,Seafile Ltd.:seafile,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021324.html
2025,JVNDB-2025-021325,React Server Components における信頼できないデータのデシリアライゼーションの脆弱性,React Server Components には、信頼できないデータのデシリアライゼーション (CWE-502、CVE-2025-55182) の脆弱性が存在します。  JPCERT/CC では、本脆弱性の概念実証コード (PoC) がインターネットに公開されていることと、悪用を試行する通信を確認しています。 ,2025-12-09 04:43:56+00:00,,,CVE-2025-55182,"Facebook:React; parceljs.org:React Server Components; RedwoodJS:RedwoodSDK; Remix:React Router; Vercel, Inc. (旧 Zeit, Inc.):Next.js; vitejs:plugin-rsc; Waku:Waku",https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021325.html
2025,JVNDB-2025-021326,Accellion の Kiteworks Core における脆弱性,Accellion の Kiteworks Core には、不特定の脆弱性が存在します。,2025-12-09 04:48:24+00:00,8.8,High,CVE-2025-53939,Accellion:Kiteworks Core,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021326.html
2025,JVNDB-2025-021327,FileRise における不十分なパーミッションまたは特権の不適切な処理に関する脆弱性,FileRise には、不十分なパーミッションまたは特権の不適切な処理に関する脆弱性、アクセス制御に関する脆弱性が存在します。,2025-12-09 04:52:29+00:00,8.1,High,CVE-2025-62509,FileRise:FileRise,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021327.html
2025,JVNDB-2025-021328,digitalbazaar の Node.js 用 forge における整数オーバーフローの脆弱性,digitalbazaar の Node.js 用 forge には、整数オーバーフローの脆弱性が存在します。,2025-12-09 04:55:29+00:00,5.3,Medium,CVE-2025-66030,digitalbazaar:forge,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021328.html
2025,JVNDB-2025-021329,ClassroomIO におけるクロスサイトスクリプティングの脆弱性,ClassroomIO には、クロスサイトスクリプティングの脆弱性が存在します。,2025-12-09 04:55:31+00:00,5.4,Medium,CVE-2025-65675,ClassroomIO:ClassroomIO,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021329.html
2025,JVNDB-2025-021330,TRENDnet の TEW-657BRM ファームウェアにおける OS コマンドインジェクションの脆弱性,TRENDnet の TEW-657BRM ファームウェアには、OS コマンドインジェクションの脆弱性が存在します。,2025-12-09 04:55:34+00:00,8.0,High,CVE-2025-65202,TRENDnet:TEW-657BRM ファームウェア,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021330.html
2025,JVNDB-2025-021331,Envoy Proxy の Envoy における保護メカニズムの不具合に関する脆弱性,Envoy Proxy の Envoy には、保護メカニズムの不具合に関する脆弱性が存在します。,2025-12-09 04:55:36+00:00,5.3,Medium,CVE-2025-64763,Envoy Proxy:Envoy,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021331.html
2025,JVNDB-2025-021332,oisf の suricata におけるスタックベースのバッファオーバーフローの脆弱性,oisf の suricata には、スタックベースのバッファオーバーフローの脆弱性、境界外書き込みに関する脆弱性が存在します。,2025-12-09 04:55:39+00:00,7.5,High,CVE-2025-64333,oisf:suricata,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021332.html
2025,JVNDB-2025-021333,openwebui の open webui における脆弱性,openwebui の open webui には、不特定の脆弱性が存在します。,2025-12-09 04:55:41+00:00,4.3,Medium,CVE-2025-63681,openwebui:open webui,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021333.html
2025,JVNDB-2025-000114,エレコム製クローン for Windowsにおける引用符で囲まれていないファイルパスの脆弱性,エレコム株式会社が提供するクローン for Windowsには、次の脆弱性が存在します。 <ul><li>引用符で囲まれていない検索パス（CWE-428）- CVE-2025-66271</li></ul> この脆弱性情報は、情報セキュリティ早期警戒パートナーシップに基づき下記の方がIPAに報告し、JPCERT/CCが開発者との調整を行いました。 報告者：GMOサイバーセキュリティ byイエラエ株式会社 松本 一真 氏 ,2025-12-09 05:05:47+00:00,6.7,Medium,CVE-2025-66271,エレコム株式会社:クローン for Windows,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-000114.html
2025,JVNDB-2025-021334,Marvellous Ifezue の Skuul における脆弱性,Marvellous Ifezue の Skuul には、不特定の脆弱性が存在します。,2025-12-09 05:09:23+00:00,6.5,Medium,CVE-2025-13785,Marvellous Ifezue:Skuul,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021334.html
2025,JVNDB-2025-021335,複数の WSO2 製品における XML 外部エンティティの脆弱性,WSO2 API Control Plane、WSO2 API Manager、WSO2 Enterprise Integrator 等複数の WSO2 製品には、XML 外部エンティティの脆弱性が存在します。,2025-12-09 05:21:28+00:00,9.1,Critical,CVE-2025-10713,WSO2:WSO2 API Control Plane; WSO2:WSO2 API Manager; WSO2:WSO2 Enterprise Integrator; WSO2:WSO2 Identity Server; WSO2:WSO2 Open Banking AM; WSO2:WSO2 Open Banking IAM; WSO2:WSO2 Traffic Manager; WSO2:WSO2 Universal Gateway,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021335.html
2025,JVNDB-2025-021336,Themeum の WordPress 用 Tutor LMS における認証の欠如に関する脆弱性,Themeum の WordPress 用 Tutor LMS には、認証の欠如に関する脆弱性が存在します。,2025-12-09 05:22:56+00:00,5.3,Medium,CVE-2025-11564,Themeum:Tutor LMS,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021336.html
2025,JVNDB-2025-021337,wolfSSL Inc. の wolfSSL における整数アンダーフローの脆弱性,wolfSSL Inc. の wolfSSL には、整数アンダーフローの脆弱性が存在します。,2025-12-09 05:23:46+00:00,8.2,High,CVE-2025-11931,wolfSSL Inc.:wolfSSL,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021337.html
2025,JVNDB-2025-021338,MongoDB Inc. の MongoDB における解放済みメモリの使用に関する脆弱性,MongoDB Inc. の MongoDB には、解放済みメモリの使用に関する脆弱性が存在します。,2025-12-09 05:28:05+00:00,6.5,Medium,CVE-2025-11979,MongoDB Inc.:MongoDB,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021338.html
2025,JVNDB-2025-021339,wolfSSL Inc. の wolfSSL における観測可能な不一致に関する脆弱性,wolfSSL Inc. の wolfSSL には、観測可能な不一致に関する脆弱性が存在します。,2025-12-09 05:28:47+00:00,7.5,High,CVE-2025-12888,wolfSSL Inc.:wolfSSL,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021339.html
2025,JVNDB-2025-021340,Chanjet の Chanjet CRM におけるインジェクションに関する脆弱性,Chanjet の Chanjet CRM には、インジェクションに関する脆弱性、SQL インジェクションの脆弱性が存在します。,2025-12-09 05:29:41+00:00,9.8,Critical,CVE-2025-13788,Chanjet:Chanjet CRM,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021340.html
